Time.Stamp, PM_2.5, PM_10
2019-10-22 13:12:21, 8.500000, 11.000000
2019-10-22 13:12:23, 8.500000, 11.200000
2019-10-22 13:12:25, 8.500000, 11.200000
2019-10-22 13:12:27, 8.400000, 11.300000
2019-10-22 13:12:29, 8.500000, 11.500000
2019-10-22 13:12:31, 8.500000, 12.200000
2019-10-22 13:12:33, 8.600000, 12.300000
2019-10-22 13:12:36, 8.600000, 11.700000
2019-10-22 13:12:38, 8.600000, 11.300000
2019-10-22 13:12:40, 8.600000, 11.300000
2019-10-22 13:12:42, 8.500000, 11.000000
2019-10-22 13:12:44, 8.400000, 10.700000
2019-10-22 13:12:46, 8.500000, 10.800000
2019-10-22 13:12:48, 8.500000, 11.000000
2019-10-22 13:12:50, 8.400000, 11.000000
2019-10-22 13:12:52, 8.500000, 11.400000
2019-10-22 13:12:54, 8.600000, 11.300000
2019-10-22 13:12:57, 8.800000, 11.900000
2019-10-22 13:12:59, 8.600000, 12.500000
2019-10-22 13:13:01, 8.600000, 11.700000
2019-10-22 13:13:03, 8.400000, 11.400000
2019-10-22 13:13:05, 8.400000, 11.200000
2019-10-22 13:13:07, 8.400000, 11.100000
2019-10-22 13:13:09, 8.400000, 11.200000
2019-10-22 13:13:11, 8.200000, 11.300000
2019-10-22 13:13:13, 8.300000, 11.100000
2019-10-22 13:13:16, 8.300000, 11.700000
2019-10-22 13:13:18, 8.300000, 11.700000
2019-10-22 13:13:20, 8.300000, 11.700000
2019-10-22 13:13:22, 8.200000, 11.200000
2019-10-22 13:13:24, 8.200000, 11.400000
2019-10-22 13:13:26, 8.000000, 10.500000
2019-10-22 13:13:28, 7.900000, 9.500000
2019-10-22 13:13:30, 8.000000, 9.800000
2019-10-22 13:13:32, 8.000000, 10.300000
2019-10-22 13:13:34, 8.200000, 10.900000
2019-10-22 13:13:37, 8.300000, 11.600000
2019-10-22 13:13:39, 8.600000, 12.000000
2019-10-22 13:13:41, 8.500000, 11.800000
2019-10-22 13:13:43, 8.600000, 12.200000
2019-10-22 13:13:45, 8.600000, 12.000000
2019-10-22 13:13:47, 8.600000, 11.700000
2019-10-22 13:13:49, 8.600000, 12.300000
2019-10-22 13:13:51, 8.700000, 12.500000
2019-10-22 13:13:53, 8.700000, 12.300000
2019-10-22 13:13:55, 8.800000, 12.400000
2019-10-22 13:13:58, 8.800000, 12.400000
2019-10-22 13:14:00, 8.800000, 13.200000
2019-10-22 13:14:02, 9.000000, 13.100000
2019-10-22 13:14:04, 8.800000, 12.700000
2019-10-22 13:14:06, 8.700000, 12.300000
2019-10-22 13:14:08, 8.500000, 12.000000
2019-10-22 13:14:10, 8.600000, 12.100000
2019-10-22 13:14:12, 8.500000, 11.900000
2019-10-22 13:14:14, 8.500000, 11.500000
2019-10-22 13:14:16, 8.500000, 11.500000
2019-10-22 13:14:19, 8.500000, 12.000000
2019-10-22 13:14:21, 8.400000, 11.900000
2019-10-22 13:14:23, 8.500000, 12.500000
2019-10-22 13:14:25, 8.500000, 12.700000
2019-10-22 13:14:27, 8.400000, 12.500000
2019-10-22 13:14:29, 8.300000, 11.300000
2019-10-22 13:14:31, 8.400000, 11.300000
2019-10-22 13:14:33, 8.300000, 11.200000
2019-10-22 13:14:35, 8.100000, 11.400000
2019-10-22 13:14:37, 8.000000, 11.200000
2019-10-22 13:14:40, 8.200000, 11.700000
2019-10-22 13:14:42, 8.300000, 12.000000
2019-10-22 13:14:44, 8.200000, 11.900000
2019-10-22 13:14:46, 8.100000, 11.500000
2019-10-22 13:14:48, 8.400000, 12.900000
2019-10-22 13:14:50, 8.400000, 13.200000
2019-10-22 13:14:52, 8.400000, 12.900000
2019-10-22 13:14:54, 8.300000, 13.100000
2019-10-22 13:14:56, 8.400000, 12.900000
2019-10-22 13:14:59, 8.400000, 13.100000
2019-10-22 13:15:01, 8.600000, 13.900000
2019-10-22 13:15:03, 8.400000, 13.500000
2019-10-22 13:15:05, 8.400000, 13.000000
2019-10-22 13:15:07, 8.500000, 13.800000
2019-10-22 13:15:09, 8.400000, 13.300000
2019-10-22 13:15:11, 8.500000, 13.000000
2019-10-22 13:15:13, 8.700000, 13.100000
2019-10-22 13:15:15, 8.600000, 13.100000
2019-10-22 13:15:17, 8.600000, 12.500000
2019-10-22 13:15:20, 8.700000, 12.000000
2019-10-22 13:15:22, 8.800000, 12.100000
2019-10-22 13:15:24, 8.700000, 11.900000
2019-10-22 13:15:26, 8.800000, 12.000000
2019-10-22 13:15:28, 8.800000, 11.800000
2019-10-22 13:15:30, 8.700000, 11.200000
2019-10-22 13:15:32, 8.800000, 12.400000
2019-10-22 13:15:34, 8.800000, 12.300000
2019-10-22 13:15:36, 8.700000, 12.200000
2019-10-22 13:15:38, 8.800000, 12.300000
2019-10-22 13:15:41, 8.700000, 12.000000
